satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,departments,salary,left
0.824,0.004,3,196,2,0,1,RandD,medium,0
0.257,0.504,7,311,2,1,0,technical,low,1
0.97,0.528,3,232,5,0,1,product_mng,low,0
0.785,0.658,4,85,7,1,1,RandD,medium,0
0.968,0.385,4,205,7,0,0,management,low,0
0.838,0.003,6,219,8,0,0,product_mng,high,1
0.142,0.674,5,90,2,0,1,management,high,0
0.526,0.054,5,172,2,0,1,RandD,low,0
0.17,0.866,7,289,2,1,0,accounting,low,1
0.818,0.023,4,165,6,1,0,support,high,1
0.584,0.53,6,189,7,1,1,management,low,0
0.263,0.895,7,133,2,1,1,support,medium,0
0.93,0.572,6,98,9,0,0,technical,high,1
0.115,0.608,2,156,4,1,0,sales,medium,0
0.564,0.682,3,265,7,0,1,RandD,low,1
0.721,0.122,5,315,8,1,0,RandD,low,1
0.059,0.675,4,238,1,0,0,technical,medium,1
0.598,0.88,3,279,9,0,1,hr,medium,1
0.816,0.974,4,235,10,0,0,support,low,0
0.068,0.443,2,238,10,1,1,RandD,medium,1
0.512,0.345,3,182,2,1,1,marketing,medium,0
0.259,0.753,6,94,4,1,0,marketing,low,1
0.663,0.543,2,178,3,0,0,accounting,high,0
0.119,0.257,7,287,5,0,1,management,high,1
0.937,0.172,4,208,10,1,0,accounting,high,0
0.895,0.17,6,262,8,1,1,management,medium,0
0.186,0.459,3,92,8,0,0,hr,medium,1
0.323,0.17,6,128,5,1,1,IT,low,1
0.588,0.02,5,151,10,0,0,marketing,low,1
0.718,0.052,7,166,10,1,0,technical,low,1
0.443,0.93,2,317,9,1,1,management,medium,1
0.156,0.073,6,190,9,1,0,management,medium,1
0.104,0.073,3,238,7,0,0,hr,medium,1
1.0,0.451,4,234,1,1,1,accounting,medium,0
0.455,0.245,2,180,3,0,1,hr,low,0
0.873,0.963,7,311,8,0,0,accounting,high,1
0.482,0.911,5,133,4,1,1,support,low,0
0.922,0.405,7,88,2,0,0,support,low,0
0.088,0.449,5,258,10,0,0,marketing,high,1
0.114,0.375,2,236,5,1,0,product_mng,medium,1
0.93,0.038,4,142,9,0,1,accounting,high,0
0.947,0.293,4,288,3,0,1,accounting,high,0
0.315,0.123,2,118,4,0,0,management,high,0
0.355,0.102,7,140,4,1,1,accounting,medium,0
0.452,0.561,7,117,4,0,0,sales,high,0
0.416,0.099,5,124,5,0,0,IT,low,0
0.19,0.103,5,255,3,1,0,IT,medium,0
0.898,0.481,6,248,9,0,1,RandD,high,1
0.253,0.442,6,234,4,0,0,IT,high,1
0.705,0.138,2,286,5,1,1,management,medium,0
0.067,0.004,5,96,9,1,0,support,high,1
0.039,0.193,6,228,5,0,1,product_mng,low,1
0.654,0.236,6,107,1,1,0,hr,low,0
0.339,0.8,5,309,1,0,0,IT,high,0
0.655,0.915,7,232,5,0,1,sales,medium,1
0.094,0.406,5,262,7,1,1,IT,low,0
0.95,0.405,4,217,10,0,1,IT,low,0
0.749,0.712,4,172,2,0,0,RandD,low,0
0.876,0.627,6,244,6,0,1,accounting,high,1
0.136,0.184,7,280,3,1,0,marketing,high,1
0.32,0.108,3,122,5,0,1,product_mng,high,0
0.368,0.438,3,289,5,1,1,marketing,low,1
0.537,0.565,5,254,4,0,1,technical,high,1
0.297,0.139,6,100,1,1,1,technical,medium,0
0.061,0.293,4,304,1,1,0,RandD,low,1
0.369,0.306,5,123,6,1,0,hr,high,0
0.255,0.261,2,224,3,0,1,marketing,high,0
0.386,0.461,3,111,4,1,0,sales,medium,0
0.197,0.653,7,127,1,0,0,management,low,0
0.262,0.509,5,234,1,1,1,IT,high,0
0.627,0.201,7,243,2,1,1,accounting,low,0
0.388,0.103,3,244,4,0,1,hr,low,1
0.345,0.822,3,162,2,1,1,management,medium,0
0.534,0.479,7,276,3,0,1,technical,high,1
0.772,0.062,7,91,4,0,0,technical,high,0
0.379,0.258,7,285,3,0,1,RandD,high,0
0.588,0.804,3,152,1,0,1,accounting,high,0
0.966,0.752,6,228,2,1,1,hr,low,0
0.522,0.876,4,297,10,1,1,marketing,low,1
0.91,0.602,7,141,7,0,0,technical,high,0
0.794,0.423,7,178,2,0,1,accounting,medium,0
0.059,0.427,4,278,3,0,1,RandD,high,1
0.429,0.194,3,287,4,1,0,product_mng,medium,1
0.698,0.651,7,136,10,1,1,RandD,medium,0
0.987,0.585,4,202,9,1,1,support,low,1
0.458,0.155,4,159,8,0,0,hr,medium,0
0.093,0.886,5,204,2,1,1,sales,high,0
0.562,0.368,7,170,5,0,0,hr,high,1
0.127,0.05,2,81,5,0,0,hr,medium,0
0.752,0.328,7,301,7,1,1,RandD,high,1
0.508,0.87,4,232,9,0,1,hr,low,0
0.723,0.917,2,190,4,0,0,management,medium,0
0.869,0.49,3,105,6,0,0,technical,medium,0
0.629,0.956,4,97,3,1,1,marketing,high,0
0.612,0.875,6,194,3,1,1,RandD,high,0
0.755,0.825,5,235,4,0,0,management,low,1
0.842,0.86,2,142,8,1,0,accounting,high,0
0.869,0.382,4,258,5,0,0,marketing,high,0
0.036,0.756,3,174,7,1,0,marketing,low,1
0.556,0.577,3,82,7,0,0,technical,low,1
0.216,0.72,6,208,4,1,0,IT,low,1
0.86,0.178,6,123,10,0,1,product_mng,low,1
0.648,0.731,2,83,1,1,1,hr,high,0
0.42,0.958,5,111,9,0,0,hr,high,0
0.188,0.303,4,148,1,1,1,RandD,medium,0
0.339,0.986,4,203,4,1,1,technical,medium,1
0.704,0.378,6,317,9,0,0,accounting,medium,1
0.204,0.2,3,132,7,0,1,product_mng,high,0
0.094,0.112,6,93,4,0,0,RandD,low,1
0.888,0.785,4,125,9,0,1,product_mng,high,0
0.764,0.555,2,156,2,1,1,accounting,high,1
0.2,0.307,6,129,7,0,1,support,high,0
0.292,0.608,7,157,6,1,0,technical,high,0
0.972,0.332,5,312,3,0,1,support,high,0
0.708,0.448,6,171,10,0,0,management,low,0
0.611,0.863,2,232,8,0,0,sales,high,0
0.308,0.668,4,244,1,1,1,support,low,0
0.299,0.762,4,111,1,0,0,IT,low,0
0.04,0.583,6,139,1,0,0,hr,low,0
0.728,0.991,4,179,5,0,1,IT,medium,0
0.043,0.241,6,190,5,0,1,hr,low,1
0.005,0.262,3,83,8,0,0,management,medium,0
0.729,0.093,5,234,7,1,0,RandD,low,1
0.949,0.554,3,152,1,1,0,IT,high,0
0.757,0.613,5,157,5,0,1,marketing,low,1
0.472,0.726,2,224,8,1,0,RandD,medium,1
0.486,0.335,6,307,9,1,1,technical,low,1
0.436,0.012,2,287,3,1,0,hr,high,0
0.325,0.632,7,315,1,1,0,product_mng,medium,1
0.522,0.999,7,179,2,0,0,hr,medium,0
0.431,0.295,5,108,4,1,1,RandD,medium,1
0.598,0.184,7,131,5,1,0,hr,medium,0
0.898,0.282,6,162,4,0,1,sales,medium,0
0.995,0.425,2,152,1,0,0,sales,low,0
0.079,0.251,6,129,4,1,1,technical,high,0
0.385,0.347,4,116,3,1,0,hr,medium,0
0.181,0.638,7,124,5,0,0,management,low,1
0.352,0.345,7,237,1,1,0,management,low,0
0.287,0.396,7,197,8,1,0,IT,high,0
0.175,0.04,4,89,5,1,0,support,low,0
0.764,0.918,3,215,4,0,1,IT,high,0
0.496,0.407,2,282,10,0,1,hr,high,0
0.919,0.328,2,182,8,1,0,support,high,0
0.033,0.086,7,156,2,1,0,marketing,medium,1
0.067,0.634,5,145,2,1,0,RandD,low,0
0.403,0.864,4,171,1,0,1,IT,low,0
0.08,0.041,4,146,6,0,0,product_mng,low,1
0.263,0.145,3,301,4,0,0,RandD,medium,1
0.986,0.146,5,318,4,0,1,accounting,medium,0
0.209,0.602,4,162,6,1,0,technical,high,0
0.198,0.921,6,301,6,0,0,marketing,low,1
0.574,0.438,2,284,1,0,0,technical,medium,0
0.498,0.344,7,98,2,1,0,sales,low,0
0.58,0.766,2,197,8,1,0,RandD,medium,0
0.377,0.743,4,237,10,1,1,product_mng,low,1
0.827,0.247,4,181,9,1,1,support,medium,0
0.139,0.161,6,189,10,1,0,sales,medium,1
0.428,0.358,5,198,5,1,1,management,high,0
0.69,0.776,3,245,9,1,0,hr,high,0
0.868,0.695,4,150,9,0,0,management,medium,1
0.37,0.666,5,223,9,0,0,technical,low,1
0.568,0.829,4,138,2,1,1,sales,high,0
0.069,0.277,2,293,2,1,0,support,high,0
0.17,0.34,3,100,5,0,1,technical,high,0
0.069,0.042,5,96,6,0,1,product_mng,high,0
0.728,0.869,3,89,10,0,0,RandD,high,0
0.288,0.582,5,163,4,1,0,technical,low,1
0.724,0.298,2,225,9,0,0,IT,medium,1
0.066,0.069,6,316,9,0,1,marketing,medium,1
0.863,0.723,3,189,10,0,0,IT,low,0
0.836,0.749,5,123,2,1,0,product_mng,low,0
0.089,0.666,7,168,3,0,1,marketing,low,0
0.024,0.204,4,110,3,0,0,management,high,1
0.056,0.913,2,193,8,1,0,IT,high,1
0.854,0.753,2,254,7,0,0,sales,high,0
0.235,0.658,4,88,5,0,0,hr,low,0
0.548,0.651,2,266,1,0,1,marketing,high,0
0.426,0.904,7,134,6,0,1,product_mng,low,0
0.796,0.928,7,241,8,1,0,accounting,high,1
0.489,0.596,7,275,5,0,0,management,low,1
0.501,0.417,7,266,3,1,0,technical,low,0
0.989,0.364,5,240,6,1,1,hr,low,0
0.15,0.819,3,246,7,0,1,RandD,high,0
0.831,0.645,4,125,6,1,1,marketing,medium,0
0.052,0.077,3,112,9,0,0,hr,high,1
0.478,0.142,7,171,4,1,0,IT,low,0
0.886,0.9,4,225,7,0,1,accounting,high,0
0.665,0.884,4,228,9,0,0,marketing,medium,0
0.685,0.952,6,266,3,1,0,management,medium,1
0.263,0.428,4,154,3,1,1,product_mng,high,0
0.419,0.784,4,287,1,1,0,accounting,low,0
0.367,0.828,3,187,4,0,0,product_mng,high,1
0.521,0.316,2,139,1,1,1,IT,low,0
0.462,0.145,2,256,8,0,0,IT,medium,1
0.327,0.997,4,110,1,1,0,management,low,1
0.305,0.03,7,177,7,1,1,hr,medium,0
0.251,0.597,3,267,6,0,0,support,medium,1
0.365,0.65,5,265,10,0,1,hr,medium,1
0.15,0.682,3,141,4,0,0,marketing,high,0
0.872,0.256,3,119,4,0,1,technical,high,0
0.602,0.722,2,87,3,1,0,accounting,high,0
0.134,0.216,5,101,6,0,1,technical,medium,0
0.694,0.829,5,278,3,1,1,hr,low,0
0.848,0.219,4,268,2,1,1,product_mng,low,0
0.238,0.697,5,201,10,0,0,management,low,1
0.151,0.783,4,216,7,0,0,product_mng,medium,1
0.009,0.189,3,158,2,1,1,sales,low,0
0.047,0.238,6,126,7,0,1,accounting,high,1
0.762,0.779,5,82,4,0,0,accounting,high,0
0.987,0.086,2,241,2,1,0,IT,low,0
0.045,0.191,4,88,5,0,0,support,high,1
0.748,0.456,4,105,8,0,1,hr,medium,0
0.072,0.93,6,270,1,0,0,accounting,medium,0
0.592,0.562,3,219,4,1,1,support,high,1
0.756,0.388,7,197,10,1,1,accounting,medium,1
0.359,0.978,5,132,4,1,1,support,low,0
0.011,0.464,2,115,1,1,1,technical,medium,0
0.595,0.434,4,191,5,1,0,RandD,low,0
0.991,0.412,7,166,7,1,1,hr,low,0
0.258,0.312,3,208,10,0,0,management,high,1
0.189,0.326,6,119,7,1,0,product_mng,low,0
0.124,0.688,6,135,1,0,0,technical,medium,0
0.555,0.041,6,107,9,1,0,marketing,low,1
0.596,0.682,2,181,8,1,1,RandD,medium,0
0.792,0.201,4,146,7,0,1,management,low,0
0.753,0.384,4,133,9,1,0,technical,medium,1
0.893,0.147,4,211,8,1,0,RandD,medium,0
0.806,0.553,7,199,3,1,1,marketing,medium,0
0.247,0.729,2,130,5,0,1,marketing,low,0
0.556,0.355,5,247,6,1,1,sales,medium,1
0.297,0.163,7,162,5,1,0,sales,high,1
0.33,0.227,7,161,7,0,1,RandD,high,1
0.932,0.818,5,194,8,0,0,technical,medium,0
0.682,0.268,7,113,2,1,0,RandD,low,1
0.975,0.775,4,180,6,0,0,sales,medium,0
0.417,0.331,5,219,1,0,1,hr,medium,0
0.537,0.189,5,110,6,1,0,IT,high,0
0.487,0.727,2,215,5,1,1,product_mng,medium,0
0.107,0.469,2,89,3,0,1,IT,low,0
0.237,0.031,7,224,10,0,0,product_mng,high,1
0.528,0.96,3,88,3,0,1,marketing,medium,0
0.067,0.148,4,122,1,1,1,RandD,medium,1
0.931,0.353,5,164,4,1,1,RandD,low,0
0.124,0.385,5,227,8,0,0,management,high,0
0.198,0.489,5,252,1,1,1,technical,high,1
0.765,0.785,7,192,5,1,1,hr,high,0
0.097,0.006,6,111,5,0,0,RandD,medium,1
0.9,0.932,7,172,9,1,1,IT,medium,1
0.726,0.646,5,268,1,0,0,management,low,1
0.069,0.951,7,101,1,1,1,accounting,medium,0
0.692,0.817,5,251,6,0,0,technical,low,1
0.632,0.928,5,172,2,1,0,technical,medium,0
0.757,0.601,6,80,8,1,1,RandD,high,0
0.828,0.357,7,246,3,1,0,accounting,high,0
0.718,0.443,2,86,6,1,0,sales,medium,0
0.586,0.658,7,168,1,1,1,RandD,high,0
0.322,0.427,6,126,7,0,1,marketing,medium,0
0.697,0.732,7,220,6,0,1,management,high,0
0.957,0.092,6,93,1,1,1,accounting,medium,0
0.588,0.83,7,101,3,0,0,management,medium,1
0.664,0.204,3,207,1,1,1,sales,medium,0
0.437,0.944,3,318,1,1,1,accounting,medium,0
0.756,0.156,3,89,7,1,1,IT,medium,0
0.998,0.129,3,190,5,0,1,marketing,high,0
0.16,0.812,3,272,9,0,1,hr,low,1
0.202,0.819,4,149,3,0,1,hr,low,0
0.539,0.739,3,198,8,1,1,support,medium,0
0.481,0.961,2,281,7,1,0,support,medium,1
0.572,0.271,5,254,7,1,1,accounting,medium,0
0.049,0.827,6,150,9,0,0,hr,low,1
0.404,0.352,2,260,8,0,0,RandD,high,1
0.583,0.537,5,242,8,0,1,sales,medium,1
0.585,0.446,5,201,8,0,1,technical,medium,0
0.657,0.006,6,185,5,1,0,accounting,high,0
0.72,0.574,2,302,8,0,0,accounting,medium,1
0.642,0.748,6,289,9,1,1,hr,low,0
0.79,0.175,2,317,8,0,1,marketing,high,1
0.625,0.932,3,242,7,1,1,product_mng,medium,0
0.538,0.53,3,166,1,1,1,technical,high,0
0.606,0.178,7,106,5,0,0,accounting,medium,0
0.101,0.646,3,110,1,1,0,management,low,1
0.273,0.192,6,308,2,0,0,sales,medium,1
0.527,0.064,7,167,4,0,1,product_mng,high,0
0.873,0.685,7,106,5,0,1,IT,high,0
0.679,0.111,3,133,6,1,0,accounting,low,0
0.09,0.106,2,85,10,1,1,accounting,high,0
0.592,0.74,3,207,8,0,1,support,high,1
0.222,0.055,6,221,5,0,1,management,medium,1
0.734,0.81,3,170,4,1,1,technical,low,0
0.827,0.796,5,258,8,1,0,accounting,medium,0
0.593,0.141,4,195,3,0,1,accounting,medium,0
0.591,0.518,6,310,9,0,0,technical,low,1
0.339,0.097,5,263,8,1,1,RandD,high,1
0.446,0.633,5,98,7,1,1,support,medium,0
0.864,0.063,6,145,3,1,0,support,low,0
0.723,0.944,7,261,7,0,1,sales,medium,1
0.52,0.208,4,208,9,1,0,accounting,high,1
0.368,0.683,5,260,1,0,0,hr,medium,0
0.05,0.128,5,160,2,1,1,marketing,medium,1
0.143,0.21,6,89,6,1,0,accounting,low,1
0.193,0.451,4,268,4,0,0,IT,low,0
0.373,0.573,4,268,8,0,0,marketing,high,1
0.944,0.999,7,233,5,1,0,accounting,high,0
0.505,0.026,7,177,10,0,1,product_mng,low,1
0.235,0.0,5,82,3,1,0,RandD,medium,0
0.106,0.35,2,254,4,0,0,technical,high,1
0.338,0.366,3,238,1,0,0,marketing,high,1
0.816,0.884,4,240,3,1,1,hr,medium,0
0.383,0.913,6,120,3,1,1,accounting,high,0
0.773,0.881,6,255,8,0,0,IT,low,1
0.803,0.143,6,253,4,0,0,marketing,low,1
0.111,0.412,2,285,3,1,1,RandD,medium,0
0.609,0.746,4,216,4,0,0,management,low,1
0.959,0.313,6,255,6,0,1,hr,high,0
0.402,0.663,7,176,8,1,1,hr,medium,1
0.051,0.237,2,247,10,1,0,accounting,medium,1
0.923,0.323,7,246,1,0,1,IT,medium,0
0.884,0.86,2,267,9,0,0,IT,high,1
0.522,0.251,3,285,4,0,0,product_mng,low,0
0.552,0.964,7,80,9,1,1,product_mng,medium,0
0.212,0.306,6,266,1,0,1,management,medium,0
0.819,0.024,7,270,7,1,1,hr,low,0
0.499,0.255,5,210,10,1,0,hr,high,1
0.034,0.171,5,204,1,0,0,RandD,high,1
0.683,0.507,5,253,8,1,1,technical,low,0
0.95,0.113,5,189,2,0,1,technical,high,0
0.829,0.626,5,179,10,0,0,support,high,1
0.277,0.875,3,272,8,1,1,RandD,high,1
0.053,0.363,7,269,10,1,0,IT,medium,1
0.94,0.168,4,129,9,1,0,RandD,low,0
0.937,0.4,5,278,4,1,0,hr,low,0
0.532,0.786,6,158,5,0,1,IT,low,1
0.642,0.591,5,112,7,1,1,management,low,0
0.463,0.101,5,290,2,1,0,marketing,medium,1
0.42,0.537,2,137,4,1,0,hr,low,0
0.119,0.468,3,128,1,0,0,sales,high,0
0.097,0.327,4,144,9,1,0,support,medium,1
0.233,0.11,4,197,3,0,0,management,medium,1
0.837,0.981,7,119,5,0,1,hr,low,0
0.146,0.176,7,118,5,0,0,marketing,medium,1
0.227,0.193,6,174,4,0,0,sales,high,1
0.549,0.146,4,132,8,0,1,sales,medium,1
0.215,0.57,2,126,10,1,1,product_mng,high,1
0.163,0.444,6,298,6,1,0,hr,low,1
0.563,0.25,7,222,9,0,0,IT,low,1
0.368,0.429,4,83,2,1,1,hr,medium,0
0.626,0.674,6,104,10,0,0,marketing,high,1
0.912,0.282,7,275,2,0,1,technical,high,0
0.151,0.915,5,144,1,0,0,marketing,high,0
0.913,0.306,3,116,1,1,1,IT,low,0
0.902,0.198,2,239,3,0,0,support,low,0
0.829,0.955,6,281,9,0,1,RandD,medium,1
0.631,0.811,5,175,4,1,0,support,high,0
0.62,0.343,2,258,8,1,0,management,high,0
0.639,0.841,2,181,5,0,1,hr,low,0
0.69,0.519,7,106,2,0,1,accounting,medium,0
0.016,0.347,3,271,5,1,1,sales,medium,0
0.958,0.84,3,300,3,0,1,management,high,0
0.586,0.752,5,316,3,1,0,product_mng,low,1
0.781,0.298,4,104,6,1,0,accounting,high,0
0.377,0.607,7,215,8,0,0,technical,high,1
0.012,0.369,6,229,6,1,1,accounting,low,1
0.51,0.001,4,98,3,0,1,IT,high,0
0.507,0.962,3,308,8,1,1,accounting,medium,1
0.437,0.55,7,104,7,0,0,support,high,1
0.34,0.598,5,144,3,0,1,management,low,0
0.25,0.6,7,312,9,1,1,accounting,high,1
0.528,0.551,4,213,9,0,1,product_mng,low,1
0.375,0.29,2,243,7,0,1,product_mng,low,0
0.97,0.972,7,198,3,1,1,sales,medium,0
0.173,0.622,3,260,4,1,0,support,medium,1
0.32,0.671,7,99,5,0,0,accounting,low,1
0.294,0.455,6,242,2,0,1,hr,low,0
0.543,0.288,3,95,4,1,1,management,medium,0
0.499,0.064,6,123,2,0,1,sales,low,0
0.644,0.35,2,201,2,1,1,support,low,0
0.95,0.176,4,187,8,0,1,accounting,low,0
0.285,0.662,4,116,2,1,1,IT,high,1
0.693,0.879,5,271,5,0,1,support,high,0
0.025,0.303,5,152,5,1,0,support,medium,1
0.262,0.333,5,287,1,0,0,management,high,1
0.464,0.67,4,83,9,0,0,hr,low,1
0.031,0.149,6,136,10,1,1,sales,low,1
0.618,0.929,2,151,7,1,0,hr,medium,0
0.678,0.364,6,223,7,0,0,marketing,high,0
0.747,0.101,2,176,3,0,0,hr,medium,0
0.517,0.175,2,117,9,1,0,RandD,high,0
0.604,0.933,6,217,8,1,0,RandD,medium,1
0.396,0.247,2,309,5,1,1,marketing,low,0
0.041,0.662,6,112,8,0,0,accounting,high,1
0.1,0.156,2,140,10,1,0,hr,medium,0
0.655,0.194,2,194,7,0,0,marketing,high,0
0.996,0.879,7,254,2,1,1,technical,high,0
0.016,0.148,3,112,4,0,1,sales,high,0
0.558,0.019,7,135,2,0,1,product_mng,high,0
0.751,0.501,4,136,4,0,0,product_mng,high,0
0.827,0.863,6,227,9,1,1,hr,medium,0
0.545,0.326,7,99,2,1,0,sales,low,1
0.62,0.128,2,238,9,0,1,hr,medium,1
0.697,0.982,3,182,3,0,1,sales,low,0
0.859,0.677,5,158,5,1,1,product_mng,low,0
0.122,0.851,7,286,6,0,1,product_mng,medium,1
0.926,0.752,3,276,2,0,1,marketing,medium,0
0.026,0.698,3,272,2,0,1,sales,medium,0
0.836,0.385,4,292,4,1,1,accounting,medium,0
0.077,0.324,3,136,1,1,1,technical,high,0
0.195,0.717,3,285,8,1,1,accounting,low,1
0.004,0.717,2,122,6,1,0,marketing,medium,0
0.445,0.951,6,159,9,1,1,hr,low,1
0.334,0.569,6,213,9,1,0,management,high,1
0.166,0.295,2,258,4,0,0,hr,medium,0
0.451,0.49,5,218,9,0,0,product_mng,medium,1
0.402,0.614,5,214,1,1,0,product_mng,medium,0
0.768,0.427,5,170,5,1,1,RandD,high,0
0.893,0.791,7,222,7,1,0,RandD,medium,1
0.653,0.585,5,194,5,0,1,accounting,high,1
0.124,0.009,6,194,8,0,0,product_mng,low,1
0.295,0.57,2,220,9,0,0,product_mng,high,1
0.913,0.634,2,224,5,0,0,technical,high,0
0.089,0.915,5,159,3,1,1,technical,low,0
0.407,0.414,7,112,6,0,1,hr,low,0
0.943,0.574,4,151,9,0,0,management,high,1
0.951,0.475,5,178,10,0,1,RandD,medium,1
0.411,0.532,3,118,9,0,1,IT,high,1
0.667,0.067,4,122,3,1,1,sales,low,0
0.457,0.897,6,308,3,1,0,sales,medium,1
0.753,0.91,5,147,6,0,1,RandD,high,0
0.032,0.548,2,257,5,1,1,RandD,high,1
0.144,0.557,7,110,7,1,1,support,medium,1
0.614,0.058,7,313,10,1,0,technical,low,1
0.233,0.598,4,130,6,1,1,sales,medium,0
0.666,0.429,4,174,4,1,0,RandD,medium,0
0.351,0.709,5,267,9,1,1,RandD,high,1
0.887,0.047,6,128,5,0,1,IT,high,0
0.819,0.711,4,211,7,1,0,accounting,high,0
0.493,0.287,2,268,2,1,0,hr,low,0
0.773,0.652,2,85,6,1,1,marketing,medium,0
0.271,0.627,6,86,5,0,1,support,medium,1
0.494,0.227,6,269,2,1,0,sales,medium,1
0.197,0.44,6,143,3,1,1,accounting,high,0
0.861,0.836,2,298,8,0,0,marketing,high,1
0.823,0.606,3,302,2,1,1,IT,low,0
0.902,0.069,4,291,2,1,0,sales,high,0
0.877,0.443,3,319,1,1,1,hr,high,0
0.96,0.312,4,277,1,1,1,management,high,0
0.228,0.642,5,172,5,1,0,product_mng,medium,0
0.932,0.615,3,318,5,0,1,support,high,1
0.571,0.01,2,163,7,1,0,RandD,medium,1
0.422,0.608,4,220,6,1,0,hr,high,0
0.56,0.735,6,81,6,0,1,marketing,high,0
0.343,0.769,5,311,10,1,1,sales,high,1
0.289,0.059,3,222,3,0,0,technical,medium,1
0.241,0.304,3,307,8,0,0,sales,low,1
0.082,0.421,5,164,1,1,0,product_mng,medium,0
0.497,0.18,3,155,9,1,0,product_mng,high,0
0.888,0.421,7,205,4,0,1,marketing,medium,0
0.63,0.071,7,287,4,1,0,accounting,high,1
0.521,0.113,2,211,2,0,1,technical,medium,0
0.429,0.669,7,270,6,0,0,management,medium,1
0.464,0.263,2,131,4,1,0,support,low,0
0.209,0.711,4,266,10,0,1,marketing,medium,1
0.823,0.048,6,255,2,1,1,support,low,1
0.198,0.563,3,295,5,0,0,IT,medium,1
0.717,0.391,3,93,10,0,0,hr,high,0
0.76,0.797,2,172,9,1,0,sales,high,0
0.575,0.784,6,101,8,0,1,product_mng,low,1
0.863,0.376,2,176,6,0,0,marketing,medium,0
0.291,0.623,4,262,9,0,0,marketing,low,1
0.882,0.228,4,233,3,1,1,IT,low,0
0.729,0.58,7,260,9,0,1,IT,high,1
0.799,0.081,7,257,6,1,1,management,medium,0
0.665,0.435,6,318,4,0,0,support,low,1
0.846,0.183,6,291,3,1,1,product_mng,low,1
0.993,0.883,5,220,6,1,0,IT,low,0
0.42,0.445,4,290,1,0,1,accounting,medium,0
0.814,0.591,2,91,8,1,0,hr,low,0
0.745,0.36,7,253,3,0,1,hr,medium,0
0.453,0.289,4,205,4,1,0,sales,medium,0
0.927,0.203,4,309,2,0,0,sales,medium,0
0.394,0.912,2,200,5,1,1,IT,low,0
0.565,0.799,3,122,4,0,0,product_mng,low,0
0.106,0.133,5,253,2,1,1,sales,low,1
0.226,0.747,4,308,9,0,1,hr,low,1
0.841,0.419,5,83,8,0,1,hr,low,0
0.397,0.015,3,95,4,0,0,product_mng,low,0
0.394,0.528,2,238,1,1,1,accounting,high,0
0.246,0.13,7,213,9,0,0,marketing,medium,1
0.492,0.21,4,211,7,1,0,RandD,low,0
0.806,0.696,4,101,6,1,0,hr,high,0
0.895,0.257,3,217,7,0,0,sales,high,0
0.07,0.892,5,216,1,0,0,support,high,0
0.575,0.657,5,283,5,0,0,product_mng,high,0
0.467,0.832,4,173,2,0,0,hr,high,0
0.614,0.615,7,163,7,1,0,marketing,high,0
0.447,0.869,7,99,10,1,0,IT,low,1
0.399,0.362,3,216,6,1,1,sales,high,0
0.472,0.549,5,235,7,1,0,marketing,low,1
0.582,0.516,7,147,7,1,1,support,low,0
0.501,0.904,4,255,10,1,1,IT,high,1
0.472,0.165,2,305,1,0,0,management,low,0
0.818,0.578,2,121,4,1,1,marketing,medium,0
0.746,0.754,6,217,3,1,0,technical,medium,0
0.341,0.37,7,246,8,0,0,sales,low,1
0.801,0.868,2,84,5,1,1,IT,low,0
0.854,0.373,5,122,8,1,0,sales,medium,0
0.153,0.173,4,174,5,0,0,product_mng,medium,1
0.583,0.584,3,112,10,1,0,product_mng,high,0
0.285,0.421,5,165,8,1,0,hr,low,0
0.739,0.015,7,115,1,1,0,IT,low,0
0.239,0.07,3,295,10,1,1,support,low,0
0.671,0.195,2,223,10,1,0,RandD,low,0
0.255,0.769,4,159,1,0,1,RandD,medium,0
0.511,0.892,3,266,4,0,0,sales,medium,0
0.949,0.546,6,84,10,1,1,sales,medium,0
0.381,0.106,5,223,9,0,1,technical,low,1
0.876,0.534,2,244,5,1,1,accounting,low,0
0.987,0.856,4,274,6,1,1,support,medium,0
0.875,0.749,6,133,1,0,0,management,medium,0
0.166,0.291,4,221,6,1,1,product_mng,high,1
0.82,0.124,5,264,7,0,0,management,medium,1
0.032,0.901,3,271,4,0,1,support,high,0
0.393,0.854,3,122,4,0,1,product_mng,low,0
0.871,0.054,2,314,9,0,1,technical,medium,1
0.689,0.824,2,145,5,1,0,hr,low,0
0.533,0.097,2,173,3,0,1,marketing,low,0
0.388,0.063,5,126,4,0,1,sales,high,0
0.812,0.759,2,115,5,0,1,accounting,medium,0
0.71,0.536,5,141,3,0,1,hr,medium,0
0.468,0.415,7,112,6,0,1,RandD,low,0
0.892,0.904,6,255,9,1,1,hr,low,1
0.23,0.839,5,223,8,1,1,support,high,0
0.17,0.058,2,173,3,0,0,product_mng,medium,0
0.643,0.616,4,211,5,0,1,hr,high,0
0.972,0.772,7,225,6,0,0,RandD,medium,0
0.247,0.55,4,124,7,0,1,RandD,medium,1
0.25,0.983,6,151,8,1,0,accounting,medium,0
0.139,0.686,6,291,5,0,0,RandD,high,1
0.861,0.104,3,82,4,0,0,technical,low,0
0.226,0.198,2,309,7,1,0,support,medium,0
0.503,0.826,2,311,2,0,0,accounting,low,0
0.991,0.997,3,140,7,1,0,support,medium,0
0.012,0.098,3,156,9,1,0,RandD,high,0
0.556,0.1,5,129,8,1,0,product_mng,high,1
